Id,Name,Tier__c,CustomerPriority__c,SLA__c,Industry,Region__c,ContractStatus__c,ContractStartDate__c,ContractEndDate__c,AnnualContractValue__c,ProductLine__c,CreatedDate,BillingCountry,NumberOfEmployees,Website,AccountSource
001000000000000603,SummitSignal Systems,Enterprise,High,Platinum,Public Sector,NA-East,Active,2025-10-18,2026-10-18,827639,AI Studio,2020-05-10,BR,21613,www.summitsignal.com,Event
001000000000000604,BrightNexus Holdings,Enterprise,Low,Platinum,Telecom,NA-East,Active,2026-01-03,2027-01-03,823362,Edge Connect,2020-05-09,BR,6763,www.brightnexus.com,Inbound
001000000000000605,EmeraldSoft Inc,Enterprise,High,Platinum,Manufacturing,NA-West,Active,2025-08-30,2026-08-30,688660,AI Studio,2019-09-13,US,34756,www.emeraldsoft.com,Event
001000000000000606,SableMicro Corp,Enterprise,High,Gold,Media,NA-West,Active,2026-11-08,2027-11-08,326000,Analytics Suite,2021-09-26,UK,16193,www.sablemicro.com,Partner
001000000000000607,CedarCore Partners,Enterprise,High,Platinum,Manufacturing,APAC,Expired,2024-12-06,2025-12-06,715345,Edge Connect,2020-08-08,UK,27353,www.cedarcore.com,Outbound
001000000000000608,PioneerMicro Co,Enterprise,Medium,Gold,Media,LATAM,Active,2025-09-11,2026-09-11,80619,Data Sync,2021-03-11,IN,5983,www.pioneermicro.com,Event
001000000000000609,KeystoneNexus Solutions,Enterprise,High,Platinum,Financial Services,NA-East,Active,2026-02-17,2027-02-17,1067707,AI Studio,2023-11-22,UK,44093,www.keystonenexus.com,Event
001000000000000610,SterlingSystems Group,SMB,High,Gold,Financial Services,EMEA,Active,2026-11-28,2027-11-28,19498,Analytics Suite,2019-06-27,SG,58034,www.sterlingsystems.com,Outbound
001000000000000611,EmeraldVector Industries,SMB,High,Bronze,Education,APAC,Active,2026-10-06,2027-10-06,20232,AI Studio,2019-10-10,UK,18048,www.emeraldvector.com,Event
001000000000000612,NovaByte Technologies,Enterprise,High,Gold,Education,NA-East,Active,2026-11-08,2027-11-08,191967,Data Sync,2022-05-29,JP,35280,www.novabyte.com,Inbound
001000000000000613,CedarWave Industries,SMB,Medium,Silver,Education,APAC,Active,2026-01-31,2027-01-31,38023,Edge Connect,2023-10-17,US,11354,www.cedarwave.com,Event
001000000000000614,UnionByte Partners,Enterprise,Low,Platinum,Logistics,APAC,Active,2025-07-16,2026-07-16,533200,Core Platform,2023-01-05,DE,478,www.unionbyte.com,Event
001000000000000615,BeaconLoop Group,SMB,High,Silver,Technology,NA-East,Active,2025-09-13,2026-09-13,39432,AI Studio,2019-08-12,DE,19733,www.beaconloop.com,Inbound
001000000000000616,OrchardStream Systems,Enterprise,High,Gold,Education,EMEA,Active,2025-11-17,2026-11-17,1081389,Core Platform,2020-02-16,JP,37869,www.orchardstream.com,Partner
001000000000000617,QuantumAnalytics Inc,Enterprise,High,Silver,Technology,NA-West,Active,2026-09-30,2027-09-30,291943,Core Platform,2024-12-23,DE,27245,www.quantumanalytics.com,Partner
001000000000000618,CrownSystems Inc,Enterprise,High,Platinum,Telecom,APAC,Active,2025-07-31,2026-07-31,479341,Data Sync,2023-02-03,IN,52668,www.crownsystems.com,Inbound
001000000000000619,GraniteSystems Industries,Enterprise,Low,Silver,Biotech,LATAM,Expired,2025-01-06,2026-01-06,142932,Data Sync,2022-07-10,AU,26281,www.granitesystems.com,Partner
001000000000000620,BrightForge Partners,Enterprise,Medium,Bronze,Manufacturing,APAC,Active,2025-12-13,2026-12-13,529875,Edge Connect,2020-06-19,AU,30334,www.brightforge.com,Inbound
001000000000000621,SummitSoft Technologies,SMB,High,Silver,Retail,NA-East,Expired,2025-01-07,2026-01-07,45460,Core Platform,2021-05-08,SG,3015,www.summitsoft.com,Outbound
001000000000000622,OrchardVision Group,SMB,Low,Silver,Manufacturing,LATAM,Active,2026-11-11,2027-11-11,44013,Data Sync,2024-03-08,BR,19394,www.orchardvision.com,Inbound
001000000000000623,EmeraldByte LLC,Enterprise,High,Platinum,Healthcare,LATAM,Active,2026-10-12,2027-10-12,729501,Analytics Suite,2020-05-01,JP,36123,www.emeraldbyte.com,Event
001000000000000624,MeridianDynamics Group,SMB,Medium,Bronze,Healthcare,LATAM,Active,2026-11-12,2027-11-12,35942,Edge Connect,2023-05-11,FR,54320,www.meridiandynamics.com,Event
001000000000000625,PacificDynamics Inc,SMB,Low,Silver,Energy,EMEA,Active,2025-11-15,2026-11-15,46079,Analytics Suite,2019-10-30,FR,44443,www.pacificdynamics.com,Partner
001000000000000626,RidgeWorks Solutions,Enterprise,High,Gold,Media,EMEA,Active,2026-07-26,2027-07-26,874720,Edge Connect,2024-08-09,BR,56045,www.ridgeworks.com,Inbound
001000000000000627,BrightTech Holdings,Enterprise,Medium,Gold,Healthcare,NA-West,Active,2025-08-17,2026-08-17,1018876,AI Studio,2023-11-14,DE,26583,www.brighttech.com,Partner
001000000000000628,ApexMetric Corp,SMB,High,Silver,Logistics,EMEA,Active,2025-07-19,2026-07-19,50251,Edge Connect,2021-10-11,UK,15564,www.apexmetric.com,Inbound
001000000000000629,NorthStream Industries,SMB,High,Bronze,Education,NA-West,Active,2025-07-25,2026-07-25,30728,Data Sync,2021-04-06,AU,52390,www.northstream.com,Event
001000000000000630,VanguardNetworks Industries,Enterprise,Low,Bronze,Public Sector,EMEA,Active,2026-01-22,2027-01-22,508760,Data Sync,2021-05-15,US,17680,www.vanguardnetworks.com,Partner
001000000000000631,NorthLoop Co,SMB,Medium,Platinum,Financial Services,NA-East,Expired,2025-02-14,2026-02-14,6879,Data Sync,2019-06-22,BR,15374,www.northloop.com,Partner
001000000000000632,SableLink Co,SMB,High,Gold,Biotech,NA-East,Active,2026-06-03,2027-06-03,19282,Analytics Suite,2023-08-03,AU,12748,www.sablelink.com,Event
001000000000000633,DeltaDigital Technologies,Enterprise,Medium,Platinum,Logistics,LATAM,Expired,2024-09-27,2025-09-27,901960,Analytics Suite,2024-03-17,FR,31361,www.deltadigital.com,Outbound
001000000000000634,Meridian Stream Holdings,SMB,High,Platinum,Retail,EMEA,Expired,2025-05-01,2026-05-01,15117,Core Platform,2019-07-15,FR,34513,www.meridian.com,Outbound
001000000000000635,MeridianStream Co,SMB,Medium,Silver,Healthcare,NA-East,Active,2025-08-12,2026-08-12,42270,Core Platform,2022-01-20,FR,42804,www.meridianstream.com,Event
001000000000000636,CedarWave Corp,Enterprise,Medium,Gold,Healthcare,LATAM,Active,2025-07-19,2026-07-19,198383,Analytics Suite,2019-10-25,SG,20577,www.cedarwave.com,Inbound
001000000000000637,Consolidated Dynamics Systems,Enterprise,High,Platinum,Logistics,NA-East,Active,2026-11-23,2027-11-23,757230,AI Studio,2021-09-06,BR,26412,www.consolidated.com,Inbound
001000000000000638,BrightLink Technologies,Enterprise,Medium,Platinum,Manufacturing,LATAM,Active,2026-05-06,2027-05-06,277107,Edge Connect,2025-04-28,US,5096,www.brightlink.com,Inbound
001000000000000639,KeystoneWave Industries,Enterprise,High,Bronze,Education,LATAM,Active,2025-08-31,2026-08-31,122889,Analytics Suite,2023-09-16,IN,17026,www.keystonewave.com,Outbound
001000000000000640,SilverAnalytics Systems,Enterprise,High,Gold,Public Sector,APAC,Active,2025-09-25,2026-09-25,306243,AI Studio,2023-04-22,DE,20643,www.silveranalytics.com,Inbound
001000000000000641,AtlasCore Partners,Enterprise,Low,Bronze,Media,LATAM,Active,2026-02-15,2027-02-15,566790,Edge Connect,2020-02-05,JP,33608,www.atlascore.com,Event
001000000000000642,TitanByte Group,SMB,High,Bronze,Logistics,LATAM,Active,2025-07-28,2026-07-28,25331,Data Sync,2021-03-20,US,53276,www.titanbyte.com,Outbound
001000000000000643,AtlasFabric Systems,Enterprise,High,Gold,Public Sector,NA-East,Expired,2024-10-29,2025-10-29,823042,Data Sync,2020-11-25,IN,19245,www.atlasfabric.com,Partner
001000000000000644,ApexWave LLC,SMB,Low,Silver,Telecom,NA-West,Active,2025-08-19,2026-08-19,6792,Data Sync,2023-04-03,DE,13767,www.apexwave.com,Inbound
001000000000000645,VanguardCompute Group,Enterprise,Medium,Gold,Public Sector,LATAM,Active,2026-05-20,2027-05-20,1034685,Edge Connect,2019-11-27,DE,33530,www.vanguardcompute.com,Outbound
001000000000000646,VertexLoop Solutions,Enterprise,Medium,Bronze,Financial Services,LATAM,Active,2025-07-20,2026-07-20,1060583,Core Platform,2023-04-12,DE,35811,www.vertexloop.com,Partner
001000000000000647,AtlasLoop Systems,Enterprise,High,Silver,Telecom,EMEA,Expired,2024-11-22,2025-11-22,730157,Data Sync,2021-05-19,FR,30043,www.atlasloop.com,Partner
001000000000000648,QuantumSoft Partners,Enterprise,Low,Gold,Telecom,EMEA,Active,2025-07-17,2026-07-17,740224,AI Studio,2021-11-14,JP,20108,www.quantumsoft.com,Inbound
001000000000000649,AuroraSignal Systems,SMB,Medium,Gold,Education,APAC,Active,2025-07-16,2026-07-16,54561,Core Platform,2019-06-07,IN,50250,www.aurorasignal.com,Outbound
001000000000000650,Allied Forge LLC,SMB,Low,Gold,Logistics,APAC,Active,2026-10-18,2027-10-18,11055,AI Studio,2024-06-22,JP,1080,www.allied.com,Event
001000000000000651,OnyxTech Co,Enterprise,Low,Platinum,Technology,NA-East,Active,2025-10-20,2026-10-20,577659,Edge Connect,2022-01-31,UK,42305,www.onyxtech.com,Event
001000000000000652,CopperSphere Systems,SMB,Low,Silver,Telecom,NA-East,Active,2026-08-22,2027-08-22,47011,Core Platform,2020-02-05,SG,2488,www.coppersphere.com,Outbound
001000000000000653,Consolidated Grid Co,Enterprise,Low,Gold,Telecom,APAC,Active,2025-09-21,2026-09-21,122433,Data Sync,2023-03-11,BR,43770,www.consolidated.com,Event
001000000000000654,CopperNexus Inc,Enterprise,High,Silver,Manufacturing,NA-West,Expired,2025-06-27,2026-06-27,1040021,Data Sync,2023-09-15,UK,18286,www.coppernexus.com,Partner
001000000000000655,MeridianForge Industries,Enterprise,Medium,Bronze,Biotech,LATAM,Expired,2024-12-11,2025-12-11,178726,Edge Connect,2024-11-06,IN,40489,www.meridianforge.com,Outbound
001000000000000656,OnyxLoop Technologies,SMB,High,Platinum,Education,LATAM,Active,2026-08-09,2027-08-09,14780,Edge Connect,2022-11-29,FR,29837,www.onyxloop.com,Partner
001000000000000657,BrightSoft Inc,SMB,High,Platinum,Retail,EMEA,Active,2025-10-01,2026-10-01,22669,Edge Connect,2022-10-19,FR,14121,www.brightsoft.com,Outbound
001000000000000658,AtlasSystems Inc,SMB,High,Bronze,Biotech,NA-East,Expired,2025-02-26,2026-02-26,5278,Core Platform,2022-10-16,DE,56687,www.atlassystems.com,Inbound
001000000000000659,BlueVector Global,SMB,Medium,Silver,Manufacturing,NA-West,Active,2026-10-07,2027-10-07,65952,Edge Connect,2023-04-01,AU,18441,www.bluevector.com,Outbound
001000000000000660,SterlingSignal Co,SMB,Medium,Silver,Media,NA-West,Active,2026-05-10,2027-05-10,28137,Data Sync,2021-12-22,FR,30489,www.sterlingsignal.com,Event
001000000000000661,PacificSignal Technologies,Enterprise,High,Silver,Energy,EMEA,Active,2025-10-03,2026-10-03,494365,Core Platform,2022-05-09,FR,32290,www.pacificsignal.com,Inbound
001000000000000662,MapleSoft LLC,Enterprise,Low,Gold,Media,NA-East,Active,2026-03-19,2027-03-19,657797,AI Studio,2023-04-14,IN,3952,www.maplesoft.com,Inbound
001000000000000663,SterlingSphere Corp,SMB,Medium,Silver,Retail,NA-East,Active,2025-08-26,2026-08-26,21185,Core Platform,2023-12-20,BR,49228,www.sterlingsphere.com,Inbound
001000000000000664,QuantumNetworks Solutions,Enterprise,Low,Bronze,Education,LATAM,Active,2025-09-26,2026-09-26,525088,Data Sync,2024-01-18,BR,8917,www.quantumnetworks.com,Outbound
001000000000000665,SilverVision Industries,Enterprise,High,Bronze,Biotech,APAC,Active,2025-10-08,2026-10-08,914364,Core Platform,2022-07-11,FR,436,www.silvervision.com,Partner
001000000000000666,IronNexus Corp,SMB,Low,Gold,Media,NA-East,Active,2025-08-15,2026-08-15,15774,Edge Connect,2021-06-20,UK,32733,www.ironnexus.com,Partner
001000000000000667,SableCompute Inc,Enterprise,High,Silver,Public Sector,APAC,Active,2026-03-01,2027-03-01,352642,Edge Connect,2023-12-11,SG,37701,www.sablecompute.com,Inbound
001000000000000668,RidgeLabs Industries,SMB,Medium,Silver,Technology,NA-West,Active,2026-06-29,2027-06-29,13729,Analytics Suite,2023-11-18,BR,43141,www.ridgelabs.com,Event
001000000000000669,MapleLabs Industries,Enterprise,Medium,Gold,Manufacturing,APAC,Active,2026-11-17,2027-11-17,821487,Analytics Suite,2020-07-16,JP,27841,www.maplelabs.com,Outbound
001000000000000670,DeltaNexus LLC,SMB,Medium,Platinum,Biotech,NA-West,Expired,2025-01-12,2026-01-12,26115,Data Sync,2021-06-01,DE,47579,www.deltanexus.com,Event
001000000000000671,DeltaCloud Group,Enterprise,High,Gold,Public Sector,NA-East,Expired,2025-07-03,2026-07-03,286895,Core Platform,2020-09-12,UK,42136,www.deltacloud.com,Event
001000000000000672,AuroraTech Co,SMB,Medium,Gold,Public Sector,NA-East,Active,2025-08-02,2026-08-02,69390,Core Platform,2025-04-27,UK,30425,www.auroratech.com,Partner
001000000000000673,GraniteDynamics Technologies,Enterprise,Medium,Bronze,Logistics,APAC,Active,2025-11-21,2026-11-21,603402,Analytics Suite,2022-04-18,US,59574,www.granitedynamics.com,Outbound
001000000000000674,LarkWorks Technologies,SMB,Medium,Bronze,Manufacturing,NA-East,Active,2026-05-03,2027-05-03,59664,AI Studio,2021-05-08,US,17625,www.larkworks.com,Outbound
001000000000000675,RidgeWave Systems,Enterprise,Medium,Gold,Healthcare,NA-West,Active,2025-09-18,2026-09-18,671748,Analytics Suite,2024-03-05,JP,47321,www.ridgewave.com,Partner
001000000000000676,CascadeCloud Group,Enterprise,Low,Bronze,Retail,NA-West,Active,2026-10-20,2027-10-20,839292,Analytics Suite,2020-07-09,FR,15248,www.cascadecloud.com,Partner
001000000000000677,VanguardTech Holdings,SMB,High,Bronze,Retail,NA-West,Expired,2025-03-01,2026-03-01,15039,Core Platform,2020-04-12,FR,6643,www.vanguardtech.com,Inbound
001000000000000678,Standard Byte Partners,SMB,High,Gold,Manufacturing,LATAM,Active,2026-07-03,2027-07-03,22972,Analytics Suite,2022-04-05,SG,31371,www.standard.com,Outbound
001000000000000679,PacificDynamics Holdings,Enterprise,High,Silver,Manufacturing,EMEA,Active,2025-10-29,2026-10-29,540487,AI Studio,2022-05-17,AU,15674,www.pacificdynamics.com,Event
001000000000000680,HarborWave Global,SMB,High,Gold,Telecom,APAC,Expired,2025-06-23,2026-06-23,67799,Data Sync,2019-09-29,BR,3857,www.harborwave.com,Outbound
001000000000000681,UnionForge Co,SMB,Low,Platinum,Financial Services,EMEA,Active,2025-08-22,2026-08-22,18510,Data Sync,2024-02-16,IN,45391,www.unionforge.com,Event
001000000000000682,NorthLabs Systems,Enterprise,Medium,Bronze,Media,NA-West,Active,2025-08-24,2026-08-24,313472,AI Studio,2019-10-28,BR,21571,www.northlabs.com,Inbound
001000000000000683,KeystoneGrid Inc,Enterprise,High,Platinum,Financial Services,LATAM,Active,2026-09-19,2027-09-19,1060214,AI Studio,2021-11-23,SG,43030,www.keystonegrid.com,Inbound
001000000000000684,ApexAnalytics Technologies,SMB,Low,Gold,Biotech,APAC,Active,2026-08-08,2027-08-08,41291,Analytics Suite,2023-02-05,DE,58592,www.apexanalytics.com,Inbound
001000000000000685,GraniteLogic Inc,Enterprise,High,Silver,Logistics,EMEA,Expired,2025-03-06,2026-03-06,1079394,Analytics Suite,2024-07-31,BR,28245,www.granitelogic.com,Event
001000000000000686,ApexSphere Technologies,Enterprise,High,Gold,Financial Services,APAC,Active,2026-09-10,2027-09-10,211930,Data Sync,2020-11-16,BR,52942,www.apexsphere.com,Partner
001000000000000687,MapleData Co,Enterprise,Low,Platinum,Healthcare,APAC,Active,2025-07-30,2026-07-30,409211,Analytics Suite,2022-02-11,SG,2701,www.mapledata.com,Event
001000000000000688,Consolidated Systems Global,SMB,Low,Bronze,Logistics,LATAM,Active,2026-01-26,2027-01-26,40887,Data Sync,2020-04-01,UK,30651,www.consolidated.com,Partner
001000000000000689,Helios Byte Co,Enterprise,Medium,Silver,Logistics,EMEA,Active,2025-08-01,2026-08-01,119167,Data Sync,2021-03-16,FR,19574,www.helios.com,Event
001000000000000690,IronVector Holdings,SMB,Low,Silver,Retail,APAC,Active,2025-09-24,2026-09-24,42918,Analytics Suite,2020-06-04,AU,50214,www.ironvector.com,Inbound
001000000000000691,CobaltWorks Partners,Enterprise,High,Platinum,Logistics,APAC,Active,2026-07-04,2027-07-04,1134763,Edge Connect,2024-09-10,FR,45806,www.cobaltworks.com,Event
001000000000000692,OrchardMetric LLC,Enterprise,Medium,Silver,Retail,APAC,Active,2026-11-09,2027-11-09,896194,Data Sync,2023-08-25,FR,34396,www.orchardmetric.com,Outbound
001000000000000693,AuroraLabs Systems,Enterprise,Medium,Gold,Biotech,NA-East,Active,2025-11-23,2026-11-23,1023108,Data Sync,2019-09-12,AU,21227,www.auroralabs.com,Partner
001000000000000694,PioneerGrid LLC,SMB,Low,Silver,Energy,NA-West,Active,2025-07-26,2026-07-26,25148,Data Sync,2019-09-15,US,52320,www.pioneergrid.com,Outbound
001000000000000695,HarborMetric Inc,Enterprise,Medium,Platinum,Telecom,APAC,Active,2025-09-27,2026-09-27,989907,Core Platform,2022-07-09,US,53692,www.harbormetric.com,Partner
001000000000000696,HarborLabs Holdings,Enterprise,Medium,Silver,Technology,LATAM,Active,2025-11-20,2026-11-20,791209,Edge Connect,2023-12-02,IN,19638,www.harborlabs.com,Partner
001000000000000697,IronDigital Group,Enterprise,Medium,Gold,Biotech,LATAM,Active,2025-07-19,2026-07-19,980395,Analytics Suite,2022-07-02,AU,58302,www.irondigital.com,Outbound
001000000000000698,EmeraldDigital Partners,SMB,Low,Bronze,Logistics,LATAM,Active,2025-07-21,2026-07-21,32693,Core Platform,2022-10-10,DE,59799,www.emeralddigital.com,Event
001000000000000699,UnionMicro Co,Enterprise,High,Platinum,Retail,NA-West,Active,2026-08-30,2027-08-30,828530,Edge Connect,2023-11-30,FR,14884,www.unionmicro.com,Partner
001000000000000700,SableByte Inc,SMB,Low,Bronze,Manufacturing,EMEA,Expired,2025-01-02,2026-01-02,9490,AI Studio,2022-10-06,US,24890,www.sablebyte.com,Inbound
001000000000000701,SableLogic Group,SMB,High,Platinum,Technology,EMEA,Active,2026-04-30,2027-04-30,56342,Analytics Suite,2019-10-12,AU,51170,www.sablelogic.com,Event
001000000000000702,PioneerForge Holdings,SMB,High,Silver,Public Sector,APAC,Active,2026-09-16,2027-09-16,39073,Edge Connect,2019-12-19,BR,40286,www.pioneerforge.com,Outbound
001000000000000703,KeystoneStream Technologies,SMB,Low,Bronze,Healthcare,NA-East,Active,2025-09-08,2026-09-08,44539,Edge Connect,2024-09-25,IN,58049,www.keystonestream.com,Inbound
001000000000000704,IronAnalytics Systems,Enterprise,Medium,Platinum,Telecom,EMEA,Active,2025-10-15,2026-10-15,958313,Core Platform,2022-11-04,UK,30682,www.ironanalytics.com,Outbound
001000000000000705,SummitLoop Co,SMB,Medium,Silver,Public Sector,NA-West,Active,2026-10-21,2027-10-21,56334,Edge Connect,2021-12-11,JP,40201,www.summitloop.com,Partner
001000000000000706,CopperMetric Corp,SMB,Low,Bronze,Telecom,NA-East,Active,2026-08-02,2027-08-02,12291,Data Sync,2019-07-27,AU,54317,www.coppermetric.com,Outbound
001000000000000707,OrchardMicro Technologies,SMB,High,Silver,Manufacturing,LATAM,Active,2025-08-15,2026-08-15,8737,Edge Connect,2024-07-03,UK,33036,www.orchardmicro.com,Partner
001000000000000708,LarkPulse Co,Enterprise,Low,Silver,Public Sector,NA-East,Expired,2025-06-02,2026-06-02,1025610,Data Sync,2024-11-28,DE,50016,www.larkpulse.com,Event
001000000000000709,UnionLogic Systems,SMB,Low,Bronze,Public Sector,EMEA,Active,2026-11-03,2027-11-03,30330,Analytics Suite,2022-03-20,JP,27589,www.unionlogic.com,Inbound
001000000000000710,BlueNexus Partners,SMB,High,Silver,Energy,NA-West,Active,2026-10-18,2027-10-18,56363,Data Sync,2019-10-23,US,41689,www.bluenexus.com,Outbound
001000000000000711,ApexTech Solutions,Enterprise,Medium,Gold,Education,EMEA,Active,2026-11-14,2027-11-14,1038077,Core Platform,2022-10-21,SG,23138,www.apextech.com,Partner
001000000000000712,AuroraCore Group,Enterprise,High,Gold,Public Sector,APAC,Active,2026-08-23,2027-08-23,624992,Analytics Suite,2023-09-20,JP,38596,www.auroracore.com,Event
001000000000000713,ApexDynamics Holdings,Enterprise,Low,Silver,Retail,NA-West,Active,2025-08-06,2026-08-06,1025529,Analytics Suite,2022-02-07,FR,2747,www.apexdynamics.com,Inbound
001000000000000714,CrownMicro LLC,Enterprise,Medium,Silver,Telecom,LATAM,Active,2026-06-30,2027-06-30,672001,Analytics Suite,2019-11-19,SG,53792,www.crownmicro.com,Outbound
001000000000000715,HarborStream Group,SMB,High,Silver,Public Sector,NA-West,Active,2026-06-03,2027-06-03,31217,Analytics Suite,2022-05-15,BR,8182,www.harborstream.com,Event
001000000000000716,BlueWorks Partners,SMB,High,Silver,Financial Services,EMEA,Active,2026-07-20,2027-07-20,5665,AI Studio,2022-11-14,SG,29431,www.blueworks.com,Event
001000000000000717,QuantumCompute Solutions,Enterprise,High,Gold,Healthcare,EMEA,Active,2026-10-06,2027-10-06,403962,Data Sync,2022-04-09,JP,13016,www.quantumcompute.com,Outbound
001000000000000718,Helios Pulse Corp,SMB,Low,Platinum,Manufacturing,NA-East,Active,2026-10-03,2027-10-03,65717,Data Sync,2024-12-21,SG,3390,www.helios.com,Inbound
001000000000000719,SableCore Partners,SMB,High,Bronze,Telecom,NA-West,Active,2025-10-08,2026-10-08,45007,Data Sync,2022-01-04,AU,15788,www.sablecore.com,Event
001000000000000720,EmeraldLoop Solutions,Enterprise,Low,Silver,Telecom,NA-West,Active,2025-07-19,2026-07-19,427760,AI Studio,2019-07-10,AU,11202,www.emeraldloop.com,Event
001000000000000721,HarborCore Technologies,SMB,Medium,Bronze,Technology,APAC,Active,2026-01-19,2027-01-19,38935,Analytics Suite,2024-05-14,IN,5442,www.harborcore.com,Inbound
001000000000000722,BrightByte Global,Enterprise,Low,Silver,Technology,APAC,Active,2025-10-15,2026-10-15,560269,Edge Connect,2020-07-19,BR,15912,www.brightbyte.com,Outbound
001000000000000723,SilverDigital Industries,SMB,High,Gold,Education,NA-West,Active,2025-12-22,2026-12-22,36427,Analytics Suite,2021-07-21,SG,40708,www.silverdigital.com,Partner
001000000000000724,BlueGrid Inc,Enterprise,Low,Silver,Media,APAC,Active,2025-09-25,2026-09-25,373225,Core Platform,2021-02-23,SG,29611,www.bluegrid.com,Outbound
001000000000000725,HarborVision Co,SMB,Medium,Bronze,Technology,NA-West,Active,2025-08-01,2026-08-01,50440,Core Platform,2022-06-01,AU,37919,www.harborvision.com,Partner
001000000000000726,HarborVision Group,SMB,High,Silver,Healthcare,LATAM,Active,2025-11-21,2026-11-21,17203,Core Platform,2025-05-30,UK,20871,www.harborvision.com,Partner
001000000000000727,SableSystems Solutions,Enterprise,High,Platinum,Healthcare,NA-East,Active,2025-09-18,2026-09-18,125732,Edge Connect,2020-12-14,UK,45254,www.sablesystems.com,Partner
001000000000000728,PioneerWorks Global,SMB,Medium,Gold,Media,APAC,Active,2025-08-03,2026-08-03,12226,Analytics Suite,2020-08-21,AU,43691,www.pioneerworks.com,Outbound
001000000000000729,DeltaCore Global,SMB,Low,Bronze,Technology,NA-East,Active,2026-11-28,2027-11-28,18414,AI Studio,2022-05-15,DE,47976,www.deltacore.com,Inbound
001000000000000730,CrownStream Global,Enterprise,High,Platinum,Education,NA-West,Active,2025-10-02,2026-10-02,743405,Data Sync,2023-01-17,AU,58744,www.crownstream.com,Partner
001000000000000731,IronMicro LLC,Enterprise,Medium,Bronze,Energy,EMEA,Active,2026-01-26,2027-01-26,563856,Data Sync,2021-09-13,SG,51866,www.ironmicro.com,Inbound
001000000000000732,CrownSoft Industries,SMB,Medium,Gold,Education,LATAM,Active,2026-09-07,2027-09-07,64322,Core Platform,2025-04-15,SG,43507,www.crownsoft.com,Partner
001000000000000733,CrownData Corp,SMB,High,Gold,Logistics,EMEA,Expired,2024-10-04,2025-10-04,50772,AI Studio,2021-09-02,DE,25847,www.crowndata.com,Inbound
001000000000000734,MapleByte Group,SMB,Low,Silver,Telecom,LATAM,Active,2025-08-08,2026-08-08,68995,Data Sync,2021-08-31,US,32007,www.maplebyte.com,Partner
001000000000000735,CrownWorks Group,Enterprise,Low,Bronze,Manufacturing,APAC,Active,2025-07-21,2026-07-21,486722,Analytics Suite,2020-03-06,FR,47109,www.crownworks.com,Partner
001000000000000736,IronCore Global,Enterprise,Low,Bronze,Media,NA-East,Active,2025-09-01,2026-09-01,870978,Edge Connect,2024-01-02,FR,46683,www.ironcore.com,Outbound
001000000000000737,BeaconNexus Inc,SMB,High,Silver,Logistics,EMEA,Expired,2025-01-06,2026-01-06,23994,Analytics Suite,2020-12-30,AU,23227,www.beaconnexus.com,Event
001000000000000738,QuantumMicro Corp,Enterprise,Low,Gold,Media,NA-West,Active,2026-02-21,2027-02-21,257452,AI Studio,2020-10-27,DE,26256,www.quantummicro.com,Inbound
001000000000000739,KeystoneLink Industries,SMB,Medium,Bronze,Financial Services,NA-East,Active,2025-08-19,2026-08-19,37745,AI Studio,2024-04-11,BR,26785,www.keystonelink.com,Event
001000000000000740,Consolidated Cloud Technologies,SMB,Medium,Silver,Manufacturing,NA-East,Active,2025-07-26,2026-07-26,6743,Data Sync,2024-06-12,JP,25054,www.consolidated.com,Event
001000000000000741,NorthSystems Holdings,SMB,High,Silver,Biotech,LATAM,Active,2026-12-04,2027-12-04,66386,AI Studio,2022-04-12,FR,42601,www.northsystems.com,Event
001000000000000742,SilverSoft Group,SMB,Low,Silver,Media,NA-East,Active,2026-10-25,2027-10-25,5243,Edge Connect,2024-01-14,DE,43770,www.silversoft.com,Event
001000000000000743,CrownTech Systems,Enterprise,Medium,Platinum,Education,NA-West,Active,2026-11-10,2027-11-10,827271,Analytics Suite,2024-03-10,JP,33707,www.crowntech.com,Partner
001000000000000744,HarborAnalytics Partners,Enterprise,Low,Silver,Public Sector,NA-West,Expired,2024-11-18,2025-11-18,863396,AI Studio,2024-05-02,US,1094,www.harboranalytics.com,Event
001000000000000745,NovaWorks Corp,SMB,Low,Silver,Education,LATAM,Active,2025-08-31,2026-08-31,65323,Analytics Suite,2024-07-25,IN,17649,www.novaworks.com,Event
001000000000000746,BrightSystems Corp,Enterprise,High,Silver,Biotech,LATAM,Active,2025-10-02,2026-10-02,203003,Edge Connect,2024-08-27,FR,7745,www.brightsystems.com,Event
001000000000000747,PioneerPulse Group,Enterprise,Medium,Silver,Technology,APAC,Active,2025-08-09,2026-08-09,344708,AI Studio,2020-11-29,FR,1219,www.pioneerpulse.com,Inbound
001000000000000748,Allied Loop Corp,Enterprise,Low,Silver,Manufacturing,EMEA,Expired,2025-05-15,2026-05-15,621886,Data Sync,2024-07-20,DE,38497,www.allied.com,Event
001000000000000749,DeltaLink Inc,SMB,High,Silver,Manufacturing,APAC,Active,2026-10-17,2027-10-17,69755,Edge Connect,2024-08-13,FR,47150,www.deltalink.com,Inbound
001000000000000750,BlueWave Global,SMB,High,Silver,Biotech,NA-East,Active,2026-08-23,2027-08-23,10237,AI Studio,2020-06-07,FR,18418,www.bluewave.com,Partner
001000000000000751,Consolidated Soft Systems,SMB,Low,Silver,Telecom,LATAM,Active,2026-11-14,2027-11-14,15243,AI Studio,2020-05-12,BR,46375,www.consolidated.com,Inbound
